Real,Predict
54.20000160887837,34.113816267568616
20.080000512842087,41.82277654461562
11.210000208346173,45.88653201226145
-2.2999999359878713,29.890633247122164
-7.06,22.085660600531845
-0.3300001861713827,9.758667884506284
-0.2999999487260357,1.3349857817683368
-0.2999999487260357,-3.8415713341906668
-0.2999999487260357,0.29225168524309986
-0.2999999487260357,0.352019965769723
-0.2999999487260357,-1.1185547403851523
-0.2999999487260357,1.2629416754562406
-0.2999999487260357,0.7373973054625093
-0.2999999487260357,-1.3408373075397686
-0.2999999487260357,-0.4171978771686554
-0.2999999487260357,-0.8178485267655924
-0.2999999487260357,-0.26498939226847146
-0.2999999487260357,-0.1918351066531614
-0.2999999487260357,0.31683744036126876
-0.2999999487260357,1.4294997720560059
-0.2999999487260357,1.8746446666680274
-0.2999999487260357,1.7963146235560996
-0.2999999487260357,0.6711341132083907
-0.2999999487260357,2.377438342627138
-0.2999999487260357,2.161001994195394
-0.2999999487260357,-0.7537534493859858
-0.2999999487260357,-0.2800863795774058
-0.2999999487260357,-0.28752748333849015
-0.2999999487260357,-0.3099625381594524
-0.2999999487260357,-0.6659491506125779
-0.2999999487260357,-0.654486005101353
-0.2999999487260357,0.9991304206801578
-0.2999999487260357,0.45099281345494086
-0.2999999487260357,1.0793862257990985
-0.2999999487260357,1.257392955762334
-0.2999999487260357,2.928751933388412
-0.2999999487260357,1.7150132181914521
-0.2999999487260357,-1.0701418526726776
-0.2999999487260357,1.8352253197226671
-0.2999999487260357,2.279053236925974
-0.2999999487260357,2.778844349514693
-0.2999999487260357,3.5659977558627722
-0.2999999487260357,0.8508866545464843
-0.2999999487260357,-0.5966906510619447
-0.2999999487260357,-1.587493389651645
-0.2999999487260357,1.134506991007365
-0.2999999487260357,2.610919934203848
-0.2999999487260357,2.7589815728832034
-0.2999999487260357,3.1673563131224363
-0.2999999487260357,1.851532620154321
-0.2999999487260357,1.843118476886302
-0.2999999487260357,2.383082842496224
-0.2999999487260357,1.7452935400884597
-0.2999999487260357,1.9818923410028217
-0.2999999487260357,0.7961439307872205
-0.2999999487260357,1.4006605064310131
-0.2999999487260357,1.1464425069279969
-0.2999999487260357,1.2909261755784973
-0.2999999487260357,1.9959589658211916
-0.2999999487260357,1.1402255028299986
-0.2999999487260357,3.000383894704282
-0.2999999487260357,2.2510723648406565
-0.2999999487260357,1.1500495012523606
-0.2999999487260357,2.601147453906014
-0.2999999487260357,1.1114000237453727
-0.2999999487260357,0.38960860527586183
-0.2999999487260357,-0.3813390856748447
-0.2999999487260357,0.9708629336766897
-0.2999999487260357,1.3692489626165478
-0.2999999487260357,-0.11750533706974244
-0.2999999487260357,1.6383905292628331
-0.2999999487260357,0.4450479121273383
-0.2999999487260357,0.6766581622511147
-0.2999999487260357,0.7788824566407129
-0.2999999487260357,-0.6567571562249214
-0.2999999487260357,2.9552278957515954
-0.2999999487260357,2.7990655761957166
-0.2999999487260357,2.277897344357334
-0.2999999487260357,2.7510006172256545
-0.2999999487260357,1.613800420500338
-0.2999999487260357,2.2160443938057868
-0.2999999487260357,0.9253615456074475
-0.2999999487260357,1.6388853935012593
-0.2999999487260357,-2.775887001599185
-0.2999999487260357,-4.417955385805108
-0.2999999487260357,-1.6482096762303262
-0.2999999487260357,-2.2253773838235067
-0.2999999487260357,-0.28060664007440217
-0.2999999487260357,0.5559853000286966
-0.2999999487260357,-2.0688776568323375
-0.2999999487260357,0.14332657377235586
-0.2999999487260357,-0.19036430047824984
-0.2999999487260357,0.28529673843178893
-0.2999999487260357,-0.6252723260642961
-0.2999999487260357,-0.4126483188476414
-0.2999999487260357,1.5928144036326557
-0.2999999487260357,-0.684207609309815
-0.2999999487260357,0.6404206037009134
-0.2999999487260357,0.13276971188839518
-0.2999999487260357,0.7100143338646738
-0.2999999487260357,2.1941194409783926
-0.2999999487260357,-0.03823853482026613
-0.2999999487260357,0.7254545334680005
-0.2999999487260357,2.0528937494987622
-0.2999999487260357,0.3031916678277775
-0.2999999487260357,0.6582705454388632
-0.2999999487260357,1.096361085027456
-0.2999999487260357,1.8565763171063734
-0.2999999487260357,0.38662490769755087
-0.2999999487260357,1.4692724897991865
15.15999930338934,2.267450774796307
123.52999960906804,5.57567045240663
158.12000563442706,72.29381708741188
128.91999704055488,82.4745531258732
234.48000146925446,101.90977866508067
369.3599893197417,204.05090683832762
415.0499888709187,281.8072034814954
324.22999613583085,256.4564085677266
198.26000261783597,257.2372317752242
273.40000282496214,319.0358314310014
246.57999807253478,271.25643089473243
250.70000842973587,256.1753837288916
399.6900066155195,354.1091384154558
280.869997369796,271.3278771005571
306.4400069826841,277.5730695943534
496.15000045388933,345.4950990194082
613.5600094237923,382.59961908131834
835.5700036144256,523.780015245378
1011.7199855405091,691.0904041701555
1008.3900397264957,751.3520396718383
1007.0999678397178,872.1442381876707
888.3399808371066,932.479943691492
869.9500014472007,907.0488095277548
910.2800262981652,901.4749373793602
1061.3599827355147,995.4113964301347
948.8500178694725,978.6169638323784
793.1200442194938,906.8298038035631
881.4400002366303,954.4106085002422
910.4399617761374,903.3676929575205
933.9300439339876,898.6606488090753
981.7500088256597,966.9599708563089
954.7499837827683,923.292477093935
940.7499639177322,924.1173243528604
925.8599894940853,951.0862353509664
844.1899871861934,939.3253121775389
888.129984254241,902.3177100431918
1105.47997687459,937.7176912784576
1083.6000233149528,987.5084290546179
991.3100080609321,910.5288457787036
917.8800264674425,1019.1135184812546
963.7699918049574,1019.4456492996216
1058.5100291109084,968.836008440256
1121.609962080121,1067.7957603633404
1155.950022482276,1060.1984536486864
1103.6200071406363,1057.305869138837
1119.3499678957462,1099.9070335036515
1255.2900158959626,1099.8530715334414
1345.209976837039,1167.840045722127
1386.3099581992626,1238.59960637331
1330.399970152378,1287.1009224069119
1347.7799969363211,1254.858598767519
1258.2200301373005,1285.7639472585915
1037.2400037068128,1316.1269825929403
994.6600154680013,1136.055052102208
1128.9799969512223,1194.1682860308886
1173.3999862086773,1227.0445002841948
1212.830025704503,1083.7667388683558
1251.2800192284583,1202.1680320173502
1209.8299816429615,1161.0328499895334
1084.2700433719158,1133.8530136311053
1226.9299820238352,1185.8444895899295
1204.3500088953972,1209.3871405518055
1167.8499836409092,1199.8455311101675
1014.9600256967544,1150.5783451861143
1035.3299728679656,1177.0981922841072
1126.8299700176715,1125.9013783168791
1019.6100429093838,1080.954400730729
1108.4200219124555,1138.1458230340481
1035.3899718916416,1049.4999590075015
1178.6900239664315,1074.9796682322026
1175.0100219291448,1104.3929357397556
1044.3799804019927,1074.9007221484185
1017.5999827384949,1107.3364172542094
1066.2199965310097,1104.4610151273012
1060.999988593459,1109.1541276139021
1036.7199812090396,1035.7240531426667
1070.8899824589491,1077.2178361463546
934.7299999570846,1054.4949241673946
832.599959064722,973.7659591782093
839.3899724143743,1036.2261502355336
769.9900026425719,890.6474355494976
747.3799835634231,853.6591519862413
844.9000375515222,900.6444245779514
929.2200276976823,801.634983060956
1041.7700228720903,871.4659520113468
991.7000017148256,881.270405473113
1014.5900007581711,953.5972780817747
1141.5600089633465,977.6645025509596
1197.5599955457449,1027.1679694598913
1274.4400138783453,1159.3052310431003
1192.0299616932869,1041.734357817769
1319.1700290507079,1210.3502827739715
