TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
63,1,00:00,,,,,,,,,,
63,1,00:10,5.62,-0.83,31.2,37.9,0.71,0.5,0.5,0.5,-0.07,345.27
63,1,00:20,5.48,-1.12,31.16,38.21,0.71,0.03,0.03,0.03,-0.06,307.59
63,1,00:30,5.59,-1.88,31.09,38.29,0.71,0.23,0.23,0.23,-0.03,301.18
63,1,00:40,5.39,-5.55,30.97,38.2,0.71,0.03,0.03,0.03,-0.07,275.41
63,1,00:50,5.28,-3.37,30.9,38.2,0.71,0.02,0.02,0.02,-0.06,262.84
63,1,01:00,5.56,-4.38,30.83,38.17,0.71,0.02,0.02,0.02,-0.06,278.58
63,1,01:10,5.64,-5.88,30.77,37.96,0.71,0.02,0.02,0.02,-0.06,281.4
63,1,01:20,5.31,-4.05,30.61,37.79,0.71,0.02,0.02,0.02,-0.04,244.38
63,1,01:30,5.18,-4.69,30.47,37.79,0.71,0.02,0.02,0.02,-0.04,206.97
63,1,01:40,5.34,-10.04,30.31,37.75,0.71,0.02,0.02,0.02,-0.05,193.68
63,1,01:50,5.35,-5.94,30.17,37.6,-6.52,0.02,0.02,0.02,-0.04,227.06
63,1,02:00,5.4,-4.29,30.09,37.42,-11.83,0.02,0.02,0.02,-0.05,230.92
63,1,02:10,5.56,-5.76,30.0,37.36,-11.83,0.02,0.02,0.02,-0.04,254.43
63,1,02:20,5.56,1.0,29.97,37.18,-11.83,0.02,0.02,0.02,-0.03,303.02
63,1,02:30,6.04,-3.87,29.84,37.08,-11.83,0.23,0.23,0.23,-0.06,335.42
63,1,02:40,6.16,-6.88,29.72,36.82,-22.57,0.95,0.95,0.95,-0.04,308.94
63,1,02:50,6.21,-7.19,29.7,36.68,-24.37,0.09,0.09,0.09,-0.04,354.32
63,1,03:00,5.91,-3.66,29.7,36.68,-24.37,0.09,0.09,0.09,-0.04,335.99
63,1,03:10,5.86,-2.32,29.7,36.85,-24.37,0.72,0.72,0.72,-0.05,321.41
63,1,03:20,5.97,-6.62,29.65,36.87,-24.37,0.49,0.49,0.49,-0.07,304.84
63,1,03:30,6.0,-6.06,29.6,36.79,-24.37,0.03,0.03,0.03,-0.03,301.11
63,1,03:40,6.28,-8.98,29.5,36.61,-24.37,0.57,0.57,0.57,-0.04,311.14
63,1,03:50,6.61,-6.62,29.46,36.27,-30.71,1.06,1.06,1.06,-0.09,369.94
63,1,04:00,6.67,-1.63,29.4,36.19,-36.91,1.67,1.67,1.67,-0.1,429.93
63,1,04:10,7.6,1.33,29.48,36.25,-36.91,5.37,5.37,5.37,-0.08,417.98
63,1,04:20,7.28,8.2,29.5,36.06,-36.91,5.84,5.84,5.84,-0.1,431.31
63,1,04:30,7.3,7.31,29.59,35.99,-36.91,6.22,6.22,6.22,-0.09,428.24
63,1,04:40,7.92,2.67,29.59,35.88,-28.69,5.81,5.81,5.81,-0.07,424.99
63,1,04:50,7.9,-8.39,29.53,35.64,-24.37,5.11,5.11,5.11,-0.1,396.39
63,1,05:00,7.72,-7.83,29.73,35.22,-24.37,4.84,4.84,4.84,-0.1,411.55
63,1,05:10,7.95,-9.14,29.79,35.16,-24.37,4.9,4.9,4.9,-0.08,395.69
63,1,05:20,7.59,-8.65,29.79,34.99,-24.37,4.07,4.07,4.07,-0.09,409.7
63,1,05:30,7.76,-9.61,29.79,35.0,-25.75,3.36,3.36,3.36,-0.13,411.09
63,1,05:40,6.9,-4.59,29.79,35.08,-36.95,3.0,3.0,3.0,-0.08,378.69
63,1,05:50,6.76,-5.16,29.74,35.61,-36.95,2.41,2.41,2.41,-0.07,372.45
63,1,06:00,6.69,-8.19,29.58,35.81,-36.95,3.33,3.33,3.33,-0.06,354.62
63,1,06:10,8.44,-8.3,29.49,35.27,-34.2,6.65,6.65,6.65,-0.09,389.62
63,1,06:20,8.92,-2.66,29.35,34.73,-27.08,7.77,7.77,7.77,-0.12,432.67
63,1,06:30,10.13,3.88,29.04,34.45,-27.12,11.46,11.46,11.46,-0.13,409.75
63,1,06:40,10.25,9.85,28.72,33.96,-27.12,11.59,11.59,11.59,-0.12,410.6
63,1,06:50,10.7,8.09,28.62,33.54,-27.12,12.75,12.75,12.75,-0.09,399.8
