TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
57,1,00:00,,,,,,,,,,
57,1,00:10,6.26,-6.23,28.21,51.79,-73.21,0.82,0.82,0.82,-0.01,388.47
57,1,00:20,6.24,-6.9,28.26,51.79,-73.21,0.07,0.07,0.07,-0.04,379.83
57,1,00:30,6.51,-6.7,28.2,51.78,-73.21,0.7,0.7,0.7,-0.01,396.33
57,1,00:40,6.12,-8.83,28.15,51.69,-73.21,0.03,0.03,0.03,0.01,314.47
57,1,00:50,5.88,-9.48,27.94,51.6,-73.21,0.02,0.02,0.02,-0.02,294.29
57,1,01:00,5.91,-9.53,27.86,51.47,-73.21,0.03,0.03,0.03,-0.01,298.2
57,1,01:10,5.73,-9.47,27.67,51.26,-75.05,0.02,0.02,0.02,0.0,281.24
57,1,01:20,5.3,-0.53,27.58,51.27,-85.79,0.02,0.02,0.02,-0.02,290.72
57,1,01:30,5.13,-1.38,27.49,51.29,-85.79,0.02,0.02,0.02,0.02,277.79
57,1,01:40,5.1,-5.05,27.3,51.29,-85.79,0.02,0.02,0.02,0.02,276.78
57,1,01:50,5.35,-7.63,27.2,51.23,-85.79,0.02,0.02,0.02,-0.01,260.28
57,1,02:00,5.68,-9.21,27.21,51.0,-87.68,0.02,0.02,0.02,0.0,268.24
57,1,02:10,5.03,-0.41,27.2,50.89,-98.26,0.03,0.03,0.03,-0.01,297.28
57,1,02:20,4.9,6.93,27.2,50.89,-98.26,0.03,0.03,0.03,-0.01,317.77
57,1,02:30,5.57,4.12,27.18,50.72,-98.26,0.55,0.55,0.54,-0.02,365.71
57,1,02:40,6.15,-6.78,27.03,50.68,-98.26,1.17,1.17,1.17,0.01,334.56
57,1,02:50,6.08,-10.74,26.96,50.46,-98.26,0.51,0.51,0.51,-0.02,315.02
57,1,03:00,6.34,-9.53,27.03,50.3,-98.26,0.96,0.96,0.96,0.01,353.86
57,1,03:10,6.34,-7.37,27.05,50.29,-98.26,1.04,1.04,1.04,-0.02,366.97
57,1,03:20,5.91,-9.0,27.02,50.29,-98.26,0.51,0.51,0.51,-0.01,322.59
57,1,03:30,5.75,-8.53,26.99,50.37,-98.26,0.03,0.03,0.03,-0.01,300.58
57,1,03:40,6.07,-10.62,26.95,50.29,-98.7,0.06,0.06,0.06,-0.02,322.51
57,1,03:50,6.11,-5.05,26.83,50.21,-110.8,1.41,1.41,1.41,-0.07,387.45
57,1,04:00,7.95,-7.99,26.84,49.9,-110.8,4.63,4.63,4.63,-0.07,437.72
57,1,04:10,8.09,-7.25,26.91,49.41,-110.8,6.05,6.05,6.05,-0.03,443.11
57,1,04:20,7.8,-2.0,27.1,49.56,-110.8,7.12,7.12,7.12,-0.02,444.32
57,1,04:30,8.23,-0.12,27.22,49.87,-110.8,7.96,7.96,7.96,-0.06,442.01
57,1,04:40,8.0,0.7,27.31,49.92,-110.8,8.1,8.1,8.1,0.0,430.37
57,1,04:50,7.9,0.62,27.55,50.08,-110.8,7.67,7.67,7.67,-0.07,435.44
57,1,05:00,7.63,-1.2,27.44,50.33,-110.8,6.86,6.86,6.86,-0.07,433.99
57,1,05:10,7.2,-0.72,27.41,50.4,-110.8,5.98,5.98,5.98,-0.06,433.95
57,1,05:20,7.33,-0.72,27.42,50.57,-110.8,5.65,5.65,5.65,-0.05,431.56
57,1,05:30,6.36,-1.85,27.38,50.74,-110.8,4.13,4.13,4.13,-0.12,420.58
57,1,05:40,7.97,-7.63,27.29,50.58,-110.8,4.39,4.39,4.39,-0.08,441.59
57,1,05:50,7.83,-7.98,27.29,50.04,-110.8,3.74,3.74,3.74,-0.06,452.84
57,1,06:00,8.06,-9.46,27.17,49.69,-111.37,4.79,4.79,4.79,-0.06,439.76
57,1,06:10,9.3,-6.3,26.98,49.39,-123.31,8.86,8.86,8.86,-0.02,452.46
57,1,06:20,9.66,-7.33,26.67,48.8,-129.03,9.01,9.01,9.01,-0.07,435.73
57,1,06:30,10.23,-1.83,26.33,48.48,-135.85,12.35,12.35,12.35,-0.09,405.19
57,1,06:40,11.93,5.31,26.03,48.39,-135.85,15.32,15.32,15.32,-0.06,441.75
57,1,06:50,11.91,4.11,25.83,48.11,-135.85,15.57,15.57,15.57,-0.05,422.08
57,1,07:00,12.02,0.35,25.72,47.84,-135.85,15.44,15.44,15.44,-0.07,413.49
57,1,07:10,12.59,0.83,25.59,47.45,-135.85,18.0,18.0,18.0,-0.04,356.54
57,1,07:20,13.78,4.02,25.46,47.26,-135.85,17.02,17.02,17.02,-0.05,488.99
57,1,07:30,13.86,4.1,25.26,47.09,-135.85,16.43,16.43,16.43,-0.05,524.49
57,1,07:40,13.71,4.61,25.08,46.96,-135.85,15.94,15.94,15.94,-0.03,548.86
57,1,07:50,12.8,5.95,24.96,46.98,-135.85,14.1,14.1,14.1,-0.03,599.68
57,1,08:00,12.6,6.34,24.99,47.2,-135.85,12.7,12.7,12.7,-0.08,726.61
57,1,08:10,11.69,4.68,25.05,47.44,-135.85,10.85,10.85,10.85,-0.06,867.03
57,1,08:20,11.18,2.04,25.39,47.84,-135.85,8.82,8.82,8.82,6.5,875.6
