TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
86,1,00:00,,,,,,,,,,
86,1,00:10,5.8,4.27,31.59,32.75,35.08,1.0,1.0,1.0,0.04,355.44
86,1,00:20,5.42,2.12,31.57,32.61,35.08,0.41,0.4,0.4,0.04,315.26
86,1,00:30,5.68,2.81,31.52,32.59,35.08,0.6,0.6,0.6,0.06,348.19
86,1,00:40,5.09,-0.16,31.39,32.39,35.08,0.1,0.1,0.1,0.04,280.95
86,1,00:50,5.05,1.64,31.24,32.33,35.08,0.06,0.06,0.06,0.03,273.99
86,1,01:00,5.04,0.37,31.14,32.21,35.08,0.07,0.07,0.07,0.05,267.9
86,1,01:10,5.0,-0.37,31.08,32.06,35.08,0.05,0.05,0.05,0.03,264.12
86,1,01:20,4.82,0.38,30.95,31.88,35.08,0.03,0.03,0.03,-0.06,235.17
86,1,01:30,4.7,-0.1,30.83,31.65,35.08,0.03,0.03,0.03,0.12,224.19
86,1,01:40,4.4,-5.76,30.7,31.32,35.08,0.03,0.03,0.03,0.07,204.98
86,1,01:50,4.33,-8.86,30.54,31.19,35.08,0.04,0.04,0.04,0.1,202.89
86,1,02:00,4.79,-3.89,30.5,31.26,26.02,0.04,0.04,0.04,0.0,229.69
86,1,02:10,5.21,-0.24,30.38,31.34,22.54,0.06,0.06,0.06,0.04,268.63
86,1,02:20,4.71,7.85,30.32,31.35,22.54,0.06,0.06,0.06,0.06,254.19
86,1,02:30,5.08,3.2,30.28,31.25,22.54,0.55,0.55,0.55,0.03,267.71
86,1,02:40,5.14,-5.48,30.11,30.92,13.72,0.69,0.69,0.69,0.03,284.95
86,1,02:50,5.53,-2.81,30.06,31.09,10.07,0.88,0.87,0.87,0.01,319.34
86,1,03:00,5.06,1.11,30.17,31.08,10.07,0.6,0.6,0.6,0.06,277.51
86,1,03:10,4.99,3.27,30.13,31.1,10.06,0.53,0.53,0.53,0.07,275.04
86,1,03:20,5.47,-1.77,30.09,31.07,10.03,0.74,0.74,0.74,0.04,311.06
86,1,03:30,5.17,-1.2,30.04,30.98,10.03,0.17,0.17,0.17,0.06,282.51
86,1,03:40,5.48,-4.25,29.98,30.95,10.03,0.44,0.44,0.44,0.02,313.82
86,1,03:50,6.14,-7.68,29.94,30.93,10.03,2.72,2.72,2.72,0.03,348.95
86,1,04:00,6.82,-10.15,29.93,30.9,10.03,5.82,5.82,5.82,0.03,324.09
86,1,04:10,7.01,-5.15,30.01,30.9,10.03,8.22,8.22,8.22,0.04,291.2
86,1,04:20,7.66,0.86,30.16,30.86,10.03,9.85,9.85,9.85,0.02,293.05
86,1,04:30,8.48,0.04,30.25,30.89,10.03,9.66,9.66,9.66,0.02,358.09
86,1,04:40,7.44,0.87,30.23,30.81,10.03,8.73,8.73,8.73,0.07,324.22
86,1,04:50,7.79,0.38,30.2,30.79,10.03,9.49,9.49,9.49,0.03,302.61
86,1,05:00,7.9,-0.07,30.28,30.79,10.03,9.19,9.19,9.19,0.04,312.22
86,1,05:10,7.57,-0.88,30.32,30.79,10.03,8.31,8.31,8.31,0.04,334.0
86,1,05:20,7.58,-1.24,30.4,30.79,10.03,8.34,8.34,8.34,0.04,333.81
86,1,05:30,7.33,-4.94,30.38,30.81,10.03,7.37,7.37,7.37,0.02,351.51
86,1,05:40,6.78,-2.57,30.34,30.85,0.1,7.14,7.14,7.14,0.05,303.77
86,1,05:50,6.71,1.66,30.29,30.88,-2.51,6.69,6.69,6.69,0.03,322.01
86,1,06:00,6.93,0.92,30.24,30.86,-2.51,6.81,6.81,6.81,0.05,331.69
86,1,06:10,8.11,-5.01,30.17,30.79,-2.51,9.4,9.4,9.4,0.0,340.88
86,1,06:20,8.79,-6.6,29.93,30.61,-14.32,11.65,11.65,11.65,0.01,312.85
86,1,06:30,9.65,3.57,29.74,30.38,-15.04,13.93,13.93,13.93,-0.03,294.28
86,1,06:40,10.76,7.02,29.34,29.94,-15.05,15.1,15.1,15.1,0.01,333.37
86,1,06:50,10.5,5.33,29.18,29.53,-15.05,15.26,15.26,15.26,0.04,307.32
86,1,07:00,9.97,1.04,29.08,29.43,-15.05,14.34,14.34,14.34,0.04,302.5
86,1,07:10,9.98,4.66,28.92,29.26,-15.05,15.22,15.22,15.22,-0.04,275.05
86,1,07:20,10.96,5.41,28.9,29.17,-15.05,14.6,14.6,14.6,0.03,362.04
86,1,07:30,10.91,4.49,28.9,29.17,-15.05,13.47,13.47,13.47,-0.02,418.16
86,1,07:40,10.7,5.35,28.9,29.16,-15.05,13.32,13.32,13.32,-0.02,405.72
86,1,07:50,10.54,6.6,28.86,29.16,-15.05,12.02,12.02,12.02,-0.06,462.85
86,1,08:00,10.72,6.51,28.77,29.2,-15.05,10.98,10.98,10.98,-0.03,555.55
86,1,08:10,11.04,3.96,28.79,29.34,-15.05,10.59,10.59,10.59,0.01,630.96
86,1,08:20,10.07,0.46,28.92,29.71,-15.05,7.22,7.22,7.22,5.39,774.27
86,1,08:30,10.44,1.66,29.24,30.12,-15.05,5.73,5.73,5.73,-8.85,927.51
86,1,08:40,11.21,6.86,29.49,30.02,-15.08,25.92,25.92,25.92,5.9,254.85
86,1,08:50,11.83,-0.5,29.94,30.37,-15.08,90.36,90.36,90.38,-0.3,-0.3
86,1,09:00,11.52,-3.01,30.48,31.05,-15.08,90.36,90.36,90.38,-0.3,-0.3
86,1,09:10,8.51,-0.97,30.86,30.98,-15.08,90.36,90.36,90.38,-0.3,-0.3
86,1,09:20,9.57,1.54,31.09,31.14,-15.08,90.36,90.36,90.38,-0.3,-0.3
86,1,09:30,9.67,2.43,31.43,31.35,-15.08,66.61,66.61,66.62,4.8,83.22
86,1,09:40,10.42,2.72,31.77,31.99,-4.91,8.7,8.7,8.7,37.94,745.47
86,1,09:50,11.83,-1.16,31.77,32.12,-2.48,5.35,5.35,5.35,-54.81,1327.77
86,1,10:00,11.32,-6.12,31.94,32.52,-2.47,6.19,6.19,6.19,-104.63,1120.11
86,1,10:10,10.38,-5.71,32.26,33.01,-2.47,2.14,2.14,2.14,2.59,1228.66
86,1,10:20,9.52,-7.31,32.48,33.49,-2.47,0.03,0.03,0.03,28.8,1158.75
86,1,10:30,9.75,2.35,32.77,34.06,-2.47,0.04,0.04,0.04,6.85,1180.18
86,1,10:40,8.21,5.59,33.0,34.42,-2.47,0.03,0.02,0.03,-18.19,860.1
86,1,10:50,9.03,1.4,33.38,34.9,6.54,0.03,0.03,0.03,-52.06,1033.22
86,1,11:00,8.46,2.93,33.41,35.11,10.08,0.04,0.04,0.04,-103.84,920.55
86,1,11:10,7.55,6.78,33.69,35.42,11.27,0.03,0.03,0.03,-172.21,749.71
86,1,11:20,7.71,2.41,33.93,35.51,18.55,0.03,0.03,0.03,-262.48,756.81
86,1,11:30,7.89,2.01,34.05,35.83,26.79,0.01,0.01,0.02,-267.74,802.37
86,1,11:40,6.29,3.68,34.07,35.73,23.37,0.01,0.01,0.01,-187.77,523.93
86,1,11:50,6.54,-3.09,34.32,36.04,35.25,0.02,0.02,0.02,-211.72,576.26
