TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
16,1,00:00,,,,,,,,,,
16,1,00:10,5.76,-4.53,32.27,39.2,6.14,0.8,0.8,0.8,-0.11,426.1
16,1,00:20,5.65,-2.44,32.2,39.2,6.14,0.05,0.05,0.05,-0.13,406.6
16,1,00:30,5.76,-5.17,32.16,39.09,6.14,0.1,0.11,0.1,-0.11,399.02
16,1,00:40,5.58,-6.3,32.09,39.03,6.14,0.04,0.04,0.04,-0.12,369.14
16,1,00:50,5.29,-5.54,32.01,38.89,6.14,0.02,0.02,0.02,-0.09,342.09
16,1,01:00,5.54,-7.04,31.87,38.71,6.14,0.03,0.03,0.03,-0.1,354.04
16,1,01:10,5.63,-7.18,31.75,38.62,6.14,0.03,0.03,0.02,-0.13,376.71
16,1,01:20,5.44,-7.12,31.59,38.43,6.14,0.02,0.02,0.02,-0.09,335.21
16,1,01:30,5.08,-8.31,31.47,38.36,4.53,0.02,0.02,0.02,-0.1,265.68
16,1,01:40,5.15,0.45,31.32,38.2,-6.41,0.02,0.02,0.02,-0.08,298.7
16,1,01:50,5.23,-2.04,31.18,38.01,-6.41,0.02,0.02,0.02,-0.12,310.59
16,1,02:00,4.96,-6.41,31.04,37.99,-6.41,0.02,0.02,0.02,-0.08,266.24
16,1,02:10,5.12,-7.52,30.94,37.9,-6.41,0.02,0.02,0.02,-0.1,282.57
16,1,02:20,5.36,-0.49,30.9,37.76,-6.41,0.02,0.02,0.02,-0.09,334.87
16,1,02:30,6.12,-6.43,30.81,37.63,-6.42,0.49,0.49,0.49,-0.11,443.01
16,1,02:40,5.64,-4.36,30.68,37.39,-18.73,1.19,1.19,1.19,-0.09,388.19
16,1,02:50,5.53,-7.56,30.59,37.47,-18.98,1.29,1.29,1.29,-0.12,364.6
16,1,03:00,5.58,-2.55,30.59,37.49,-18.98,0.78,0.78,0.78,-0.1,372.79
16,1,03:10,5.31,-1.85,30.59,37.49,-18.98,0.94,0.94,0.94,-0.12,345.68
16,1,03:20,5.35,-5.49,30.59,37.49,-18.98,0.53,0.53,0.53,-0.08,349.84
16,1,03:30,5.35,-5.99,30.59,37.46,-18.98,0.04,0.04,0.04,-0.1,346.66
16,1,03:40,5.96,-8.15,30.55,37.33,-20.92,0.17,0.17,0.17,-0.13,397.73
16,1,03:50,6.29,-0.2,30.42,37.21,-31.52,1.32,1.32,1.32,-0.13,487.37
16,1,04:00,6.92,-1.86,30.4,37.2,-31.52,4.79,4.79,4.79,-0.15,462.22
