TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
43,1,00:00,,,,,,,,,,
43,1,00:10,5.16,-6.12,29.77,35.6,6.3,0.32,0.32,0.32,-0.11,304.21
43,1,00:20,4.85,-7.46,29.7,35.5,6.3,0.03,0.03,0.03,-0.12,276.05
43,1,00:30,4.83,-8.99,29.63,35.35,6.3,0.06,0.06,0.06,-0.09,244.31
43,1,00:40,4.91,-10.09,29.57,35.31,6.3,0.03,0.03,0.03,-0.1,254.48
43,1,00:50,4.8,-9.98,29.48,35.11,6.3,0.02,0.02,0.02,-0.09,233.51
43,1,01:00,4.98,-9.58,29.4,35.03,6.3,0.02,0.02,0.02,-0.1,260.25
43,1,01:10,4.91,-7.54,29.3,34.84,6.3,0.02,0.02,0.02,-0.11,268.94
43,1,01:20,4.57,-6.89,29.15,34.7,6.3,0.02,0.02,0.02,-0.07,224.12
43,1,01:30,4.18,-7.18,29.18,34.88,0.48,0.02,0.02,0.02,-0.08,190.7
43,1,01:40,4.04,-6.5,29.77,36.43,-6.24,0.02,0.02,0.02,-0.08,202.59
43,1,01:50,4.6,-3.2,29.21,35.94,-6.24,0.02,0.02,0.02,-0.08,226.64
43,1,02:00,4.69,-6.66,28.77,35.1,-6.24,0.02,0.02,0.02,-0.09,221.74
43,1,02:10,4.85,-6.38,28.61,34.61,-6.24,0.02,0.02,0.02,-0.08,250.66
43,1,02:20,5.13,-1.54,28.53,34.42,-6.24,0.02,0.03,0.03,-0.11,304.74
43,1,02:30,6.12,-8.3,28.36,34.33,-8.71,0.43,0.43,0.43,-0.1,426.09
43,1,02:40,5.52,-8.86,28.29,34.2,-18.74,0.64,0.64,0.64,-0.09,342.83
43,1,02:50,5.11,-2.99,28.29,34.01,-26.69,0.13,0.13,0.13,-0.11,318.37
43,1,03:00,5.21,4.99,28.29,33.83,-25.62,0.48,0.48,0.48,-0.12,318.29
43,1,03:10,5.33,-7.57,28.23,34.1,-18.75,0.62,0.62,0.62,-0.12,310.0
