TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
108,1,00:00,,,,,,,,,,
108,1,00:10,5.29,-2.79,26.55,40.32,-11.42,0.4,0.4,0.4,-0.13,326.62
108,1,00:20,4.7,-4.61,26.65,39.95,-11.42,0.04,0.04,0.04,-0.13,241.7
108,1,00:30,4.71,-6.04,26.77,39.9,-11.42,0.06,0.06,0.06,-0.1,229.4
108,1,00:40,4.9,-7.75,26.79,39.73,-11.42,0.03,0.03,0.03,-0.13,220.95
108,1,00:50,4.88,-6.01,26.9,39.74,-11.42,0.03,0.02,0.02,-0.13,231.33
108,1,01:00,4.75,-6.34,26.9,39.62,-11.42,0.03,0.03,0.03,-0.11,222.43
108,1,01:10,4.44,-5.68,26.9,39.45,-11.42,0.03,0.03,0.03,-0.12,183.78
108,1,01:20,4.16,-4.43,26.9,39.16,-11.42,0.03,0.03,0.03,-0.13,160.66
108,1,01:30,4.32,-5.54,26.9,39.07,-11.42,0.02,0.02,0.02,-0.1,168.2
108,1,01:40,4.57,-10.09,26.9,38.98,-11.42,0.04,0.04,0.04,-0.12,150.26
108,1,01:50,4.51,-9.99,26.9,38.96,-13.07,0.03,0.03,0.03,-0.11,157.33
108,1,02:00,4.78,-5.71,26.85,38.8,-23.93,0.02,0.02,0.02,-0.14,205.75
108,1,02:10,5.03,-5.56,26.62,38.86,-23.93,0.02,0.02,0.02,-0.13,255.82
108,1,02:20,4.5,-0.74,26.44,38.84,-23.93,0.03,0.03,0.03,-0.08,228.81
108,1,02:30,5.32,-5.05,26.37,38.62,-23.93,0.1,0.1,0.1,-0.14,241.22
108,1,02:40,4.8,-3.56,26.13,38.61,-30.26,0.2,0.2,0.2,-0.13,233.62
108,1,02:50,4.66,-1.76,26.1,38.48,-31.93,0.05,0.05,0.05,-0.16,255.38
108,1,03:00,4.7,1.59,26.08,38.54,-31.93,0.34,0.34,0.34,-0.13,270.62
108,1,03:10,4.8,3.87,25.98,38.53,-31.93,0.54,0.54,0.53,-0.14,278.53
108,1,03:20,4.69,-0.74,25.9,38.47,-31.93,0.28,0.27,0.27,-0.11,272.13
108,1,03:30,4.38,-0.32,25.94,38.36,-31.93,0.03,0.03,0.03,-0.13,227.36
108,1,03:40,4.62,-2.37,26.05,38.23,-31.93,0.06,0.06,0.06,-0.12,235.63
108,1,03:50,5.64,-4.92,25.96,38.43,-31.93,1.68,1.68,1.68,-0.13,323.94
108,1,04:00,6.16,-5.65,25.61,38.74,-31.93,3.85,3.85,3.85,-0.15,357.23
108,1,04:10,5.53,-1.81,25.43,38.7,-31.93,4.83,4.83,4.83,-0.18,335.39
108,1,04:20,5.89,2.39,25.4,38.74,-31.93,6.29,6.29,6.29,-0.13,354.15
108,1,04:30,5.62,-0.16,25.4,38.74,-31.93,6.28,6.28,6.28,-0.15,354.63
108,1,04:40,5.56,0.45,25.4,38.79,-31.93,5.34,5.34,5.34,-0.17,346.77
108,1,04:50,5.5,1.53,25.4,38.79,-31.93,4.91,4.91,4.91,-0.15,344.65
108,1,05:00,5.53,0.04,25.4,38.82,-31.93,5.67,5.67,5.67,-0.14,349.43
108,1,05:10,5.52,-0.77,25.5,38.92,-31.93,5.61,5.61,5.61,-0.15,348.32
108,1,05:20,5.53,-0.45,25.6,39.05,-31.93,4.7,4.7,4.7,-0.17,371.25
108,1,05:30,6.76,-5.39,25.57,39.19,-31.93,4.8,4.8,4.8,-0.18,402.43
108,1,05:40,7.26,-8.93,25.31,39.24,-31.93,3.63,3.63,3.63,-0.18,441.42
108,1,05:50,7.24,-8.64,25.04,39.2,-31.93,4.41,4.41,4.41,-0.17,442.74
108,1,06:00,7.87,-9.59,24.88,39.07,-32.02,5.83,5.83,5.83,-0.16,422.61
108,1,06:10,8.09,-4.35,24.69,38.86,-44.39,7.8,7.8,7.8,-0.17,446.94
108,1,06:20,8.94,-4.65,24.31,38.59,-53.88,10.52,10.52,10.52,-0.14,405.17
108,1,06:30,9.64,6.34,23.9,38.46,-56.98,12.95,12.95,12.95,-0.15,400.81
108,1,06:40,10.56,9.67,23.46,38.26,-56.98,14.26,14.26,14.26,-0.17,421.09
108,1,06:50,10.22,6.81,23.08,38.05,-56.98,13.67,13.67,13.67,-0.17,421.58
108,1,07:00,9.55,4.16,22.87,37.83,-56.98,13.09,13.09,13.09,-0.16,394.95
108,1,07:10,9.68,5.13,22.79,37.35,-56.98,49.04,49.02,49.02,-0.17,138.22
108,1,07:20,8.62,3.93,22.9,37.52,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,07:30,8.9,3.41,23.07,37.57,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,07:40,9.72,2.73,23.14,37.24,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,07:50,10.16,4.65,23.1,37.06,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,08:00,10.22,1.49,23.1,36.99,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,08:10,10.13,-0.36,23.01,36.97,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,08:20,10.16,-3.63,23.11,36.8,-56.98,90.4,90.35,90.36,-0.3,-0.3
108,1,08:30,9.82,2.28,23.27,36.98,-56.98,36.18,36.17,36.17,35.76,189.99
108,1,08:40,9.01,7.49,23.5,37.12,-56.98,16.02,16.02,16.02,77.62,268.09
108,1,08:50,9.68,2.16,23.92,36.94,-56.98,90.17,90.14,90.17,-0.3,-0.3
108,1,09:00,9.59,-1.17,24.2,37.42,-56.98,90.39,90.35,90.38,-0.3,-0.3
108,1,09:10,9.4,1.39,24.59,37.53,-56.98,90.39,90.35,90.38,-0.3,-0.3
108,1,09:20,9.27,5.48,25.06,37.6,-56.98,90.39,90.35,90.38,-0.3,-0.3
108,1,09:30,8.79,7.51,25.43,37.78,-54.67,65.56,65.54,65.55,5.13,88.47
108,1,09:40,9.71,2.87,25.66,38.25,-44.44,7.29,7.29,7.29,42.57,851.67
108,1,09:50,9.87,-1.34,25.82,38.87,-44.43,2.45,2.45,2.45,14.12,1236.96
108,1,10:00,9.99,0.87,26.02,39.64,-44.43,5.3,5.3,5.3,5.63,1130.96
108,1,10:10,9.65,10.73,26.25,39.89,-61.14,62.81,62.78,62.8,8.82,402.93
108,1,10:20,10.11,119.18,26.54,39.71,-173.98,90.39,90.35,90.37,-0.3,-0.3
108,1,10:30,9.58,136.8,26.81,40.34,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,10:40,9.61,137.61,27.1,40.68,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,10:50,9.2,140.43,27.43,40.73,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,11:00,8.9,150.05,27.71,40.55,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,11:10,8.09,124.96,28.02,40.67,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,11:20,8.23,134.69,28.45,40.63,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,11:30,7.81,-20.44,28.72,40.23,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,11:40,6.62,-40.94,29.16,40.32,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,11:50,7.34,-22.23,29.55,40.52,-182.09,90.39,90.35,90.37,-0.3,-0.3
108,1,12:00,6.63,-94.31,29.79,40.67,-182.09,90.39,75.4,90.37,-0.3,-0.3
108,1,12:10,7.24,-137.63,30.06,40.94,-182.09,90.39,90.29,79.05,-0.3,-0.3
108,1,12:20,7.66,-139.52,30.31,41.02,-182.09,90.39,90.29,58.92,-0.3,-0.3
108,1,12:30,7.54,-120.41,30.47,41.16,-182.09,90.07,90.29,87.65,-0.3,-0.3
108,1,12:40,7.39,-157.74,30.34,41.26,-182.09,89.98,90.29,87.65,-0.3,-0.3
108,1,12:50,9.32,-151.59,30.34,41.27,-182.56,89.98,90.29,87.65,-0.3,-0.3
108,1,13:00,6.9,-154.24,30.34,41.46,-182.59,89.98,90.29,87.65,-0.3,-0.3
108,1,13:10,7.05,-158.92,30.64,42.03,-182.59,89.98,90.29,87.65,-0.3,-0.3
108,1,13:20,8.27,-149.38,30.75,42.29,-182.59,89.98,90.29,87.65,-0.3,-0.3
108,1,13:30,8.09,-142.21,31.04,42.34,-182.59,89.98,90.29,87.65,-0.3,-0.3
108,1,13:40,0.0,0.0,0.0,-258.02,-172.47,0.0,0.0,0.0,0.0,0.0
108,1,13:50,0.0,0.0,0.0,-258.82,-173.01,0.0,0.0,0.0,0.0,0.0
108,1,14:00,0.0,0.0,0.0,-272.71,-182.29,0.0,0.0,0.0,0.0,0.0
108,1,14:10,0.0,0.0,0.0,-259.54,-173.49,0.0,0.0,0.0,0.0,0.0
108,1,14:20,4.26,61.58,19.57,13.08,-182.55,82.01,81.96,81.98,0.0,0.0
108,1,14:30,6.83,-122.43,21.72,42.33,-182.59,90.4,90.35,90.37,0.0,0.0
108,1,14:40,2.5,-65.63,22.05,42.43,-182.59,90.4,90.35,90.37,0.0,0.0
108,1,14:50,2.91,-56.67,22.69,42.79,-182.59,90.4,90.35,90.37,0.0,0.0
108,1,15:00,4.03,16.77,23.8,43.06,-182.59,90.4,90.35,90.37,0.0,0.0
108,1,15:10,3.63,-140.99,23.67,43.21,-182.59,90.4,90.35,90.37,0.0,0.0
108,1,15:20,6.85,-71.31,23.42,43.41,-261.3,90.4,90.35,90.37,0.0,0.0
