TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
59,1,00:00,,,,,,,,,,
59,1,00:10,5.63,-7.5,31.9,40.2,-21.72,0.91,0.91,0.91,-0.26,390.48
59,1,00:20,5.5,-7.1,31.8,40.2,-21.72,0.2,0.2,0.2,-0.28,377.97
59,1,00:30,5.72,-7.42,31.71,40.19,-21.72,0.66,0.66,0.66,-0.27,391.51
59,1,00:40,5.38,-10.1,31.7,40.0,-21.72,0.05,0.05,0.05,-0.27,319.92
59,1,00:50,5.29,-9.37,31.6,39.92,-21.72,0.03,0.03,0.03,-0.26,316.71
59,1,01:00,5.5,-8.72,31.55,39.87,-23.9,0.04,0.04,0.04,-0.27,330.46
59,1,01:10,4.87,1.16,31.4,39.68,-34.26,0.03,0.03,0.03,-0.27,301.24
59,1,01:20,5.01,0.52,31.3,39.59,-34.26,0.02,0.02,0.02,-0.23,291.15
59,1,01:30,4.77,-0.35,31.15,39.46,-34.26,0.02,0.02,0.02,-0.27,258.9
59,1,01:40,4.57,-4.03,31.03,39.35,-34.26,0.03,0.02,0.02,-0.19,253.08
59,1,01:50,4.79,-7.19,30.94,39.29,-34.26,0.03,0.02,0.03,-0.25,262.54
59,1,02:00,5.05,-9.53,30.79,39.26,-33.37,0.03,0.03,0.03,-0.27,271.03
59,1,02:10,5.11,5.88,30.79,39.09,-28.62,0.04,0.04,0.04,-0.23,324.87
59,1,02:20,4.92,1.28,30.67,38.99,-17.42,0.04,0.04,0.04,-0.23,326.94
59,1,02:30,5.55,-3.84,30.59,38.99,-17.42,0.53,0.53,0.53,-0.24,388.96
59,1,02:40,5.78,-7.11,30.53,38.96,-28.15,1.32,1.32,1.32,-0.28,407.75
59,1,02:50,5.76,-8.84,30.49,38.97,-30.0,1.24,1.24,1.24,-0.29,414.03
59,1,03:00,5.8,-5.93,30.48,38.99,-30.0,1.32,1.32,1.32,-0.25,435.54
59,1,03:10,5.72,-2.76,30.49,39.01,-30.0,1.04,1.04,1.04,-0.28,436.04
59,1,03:20,5.51,-6.86,30.49,38.99,-30.0,0.94,0.94,0.94,-0.28,396.91
59,1,03:30,5.46,-5.22,30.49,39.07,-30.0,0.11,0.11,0.11,-0.28,386.61
59,1,03:40,5.98,-9.93,30.45,39.06,-30.0,0.9,0.9,0.9,-0.27,414.16
59,1,03:50,6.34,-6.28,30.33,38.99,-38.09,2.42,2.42,2.42,-0.25,462.93
59,1,04:00,6.85,-4.54,30.28,38.98,-42.54,5.96,5.96,5.96,-0.28,416.63
59,1,04:10,7.54,-1.69,30.25,38.91,-42.54,7.37,7.37,7.37,-0.26,448.6
59,1,04:20,8.61,8.19,30.29,38.73,-42.54,9.27,9.27,9.27,-0.26,426.85
59,1,04:30,8.62,9.92,30.29,38.52,-42.54,9.44,9.44,9.44,-0.28,413.73
59,1,04:40,8.56,8.01,30.36,38.36,-39.99,9.63,9.63,9.63,-0.24,410.8
59,1,04:50,8.22,-5.56,30.49,38.29,-30.0,8.24,8.24,8.24,-0.3,438.24
59,1,05:00,8.09,-8.0,30.49,38.29,-30.0,8.31,8.31,8.31,-0.26,407.03
59,1,05:10,8.01,-7.95,30.52,38.29,-30.0,7.65,7.65,7.65,-0.28,421.86
59,1,05:20,7.59,-8.59,30.58,38.32,-30.0,6.65,6.65,6.65,-0.28,438.34
59,1,05:30,7.67,-9.49,30.5,38.39,-30.64,6.4,6.4,6.4,-0.33,433.32
59,1,05:40,6.97,-5.08,30.53,38.49,-42.57,5.75,5.75,5.76,-0.29,449.89
59,1,05:50,6.32,-5.87,30.48,38.59,-42.57,4.41,4.41,4.41,-0.25,415.45
59,1,06:00,6.11,-8.33,30.3,38.61,-42.58,5.35,5.35,5.35,-0.26,368.83
59,1,06:10,7.63,-2.39,30.29,38.75,-54.78,8.8,8.8,8.8,-0.29,405.4
59,1,06:20,9.22,-5.35,30.23,38.44,-58.61,10.89,10.89,10.89,-0.25,404.34
59,1,06:30,10.53,4.9,30.07,38.06,-63.56,13.21,13.21,13.21,-0.28,424.29
59,1,06:40,10.71,-1.03,29.87,37.66,-55.08,14.15,14.15,14.15,-0.31,394.28
59,1,06:50,11.16,-2.0,29.71,37.4,-55.08,14.83,14.83,14.83,-0.27,397.77
59,1,07:00,10.85,-5.92,29.7,37.07,-55.08,13.72,13.72,13.72,-0.27,406.21
59,1,07:10,11.45,-4.86,29.68,36.83,-55.08,16.52,16.52,16.52,-0.27,339.06
59,1,07:20,12.27,-2.19,29.59,36.79,-55.08,14.92,14.92,14.92,-0.27,478.04
59,1,07:30,13.27,-2.63,29.5,36.61,-55.08,15.73,15.73,15.73,-0.25,506.28
59,1,07:40,12.58,-1.8,29.37,36.54,-55.08,14.48,14.48,14.48,-0.31,523.37
59,1,07:50,12.23,-0.97,29.36,36.59,-55.08,13.61,13.61,13.61,-0.32,568.69
59,1,08:00,11.42,-1.85,29.4,36.77,-55.08,11.66,11.66,11.66,-0.27,679.1
59,1,08:10,10.89,-3.0,29.33,36.91,-55.08,10.19,10.19,10.19,-0.27,797.28
59,1,08:20,10.32,-5.48,29.4,37.19,-55.08,8.52,8.52,8.52,6.47,806.31
59,1,08:30,11.12,-7.61,29.61,37.62,-55.05,9.4,9.4,9.4,142.81,932.43
59,1,08:40,10.96,-3.72,29.94,37.87,-55.04,16.17,16.17,16.17,112.36,333.49
59,1,08:50,12.52,-2.17,30.37,38.08,-55.0,15.82,15.82,15.82,117.68,491.84
59,1,09:00,12.15,-2.91,30.74,38.24,-54.98,15.4,15.4,15.4,65.55,489.91
59,1,09:10,10.42,-4.67,31.05,38.33,-54.98,11.29,11.29,11.29,43.94,595.01
59,1,09:20,10.25,-3.87,31.25,38.76,-54.98,12.69,12.69,12.69,15.75,496.02
59,1,09:30,9.79,-1.9,31.52,39.19,-54.98,5.83,5.83,5.83,69.15,981.03
59,1,09:40,10.28,3.0,31.86,39.74,-54.98,7.71,7.71,7.71,45.13,935.65
59,1,09:50,10.87,7.11,32.16,40.16,-54.98,5.47,5.47,5.47,100.09,1283.68
59,1,10:00,9.18,4.63,32.49,40.74,-54.98,6.04,6.04,6.04,89.68,993.45
59,1,10:10,8.13,-1.06,32.73,41.09,-44.92,2.41,2.41,2.41,91.96,1295.37
59,1,10:20,6.29,-6.19,32.74,41.19,-42.3,0.13,0.13,0.13,59.59,1261.44
59,1,10:30,3.43,-0.42,32.9,41.62,-42.3,0.07,0.06,0.06,8.19,967.78
59,1,10:40,2.36,4.41,33.27,42.43,-42.3,0.01,0.01,0.01,-22.51,1108.63
59,1,10:50,3.41,7.17,33.66,42.96,-42.3,0.02,0.02,0.02,-59.3,1170.99
59,1,11:00,6.32,4.47,34.02,43.38,-35.86,0.01,0.01,0.02,-105.51,964.56
59,1,11:10,7.8,-0.15,34.27,43.79,-29.76,0.03,0.03,0.03,-209.6,896.65
59,1,11:20,8.03,5.22,34.46,44.13,-28.1,0.03,0.03,0.03,-307.36,896.73
59,1,11:30,7.48,2.96,34.7,44.26,-22.21,0.03,0.03,0.03,-237.04,718.7
59,1,11:40,6.61,5.42,34.89,44.42,-12.63,0.04,0.03,0.04,-210.23,587.5
59,1,11:50,6.42,0.1,35.12,44.45,2.34,0.01,0.01,0.01,-181.81,505.04
59,1,12:00,6.25,-7.48,35.28,44.58,-1.8,0.02,0.02,0.02,-163.66,481.71
59,1,12:10,6.68,3.67,35.48,44.69,4.4,0.06,0.06,0.06,-84.88,594.45
59,1,12:20,5.63,-3.21,35.59,44.78,2.24,0.01,0.01,0.01,-40.35,417.52
59,1,12:30,6.53,5.92,35.81,44.87,10.21,0.01,0.01,0.01,-126.32,527.0
59,1,12:40,7.6,-2.5,35.97,44.91,1.04,0.02,0.02,0.02,-197.79,707.9
59,1,12:50,7.59,0.84,36.12,44.98,0.91,0.02,0.02,0.01,-136.51,719.05
59,1,13:00,6.97,-0.56,36.23,45.07,0.17,0.04,0.04,0.05,-120.06,526.73
59,1,13:10,7.26,1.05,36.49,45.23,24.16,0.02,0.02,0.02,-151.71,696.92
59,1,13:20,6.23,-5.74,36.51,45.16,-6.14,0.01,0.01,0.01,-71.07,377.67
59,1,13:30,7.05,1.79,36.72,45.38,14.08,0.03,0.03,0.03,-108.66,669.25
59,1,13:40,4.67,-3.92,36.82,45.35,7.44,0.01,0.01,0.02,-138.22,224.61
59,1,13:50,6.31,9.09,37.07,45.67,14.16,0.01,0.01,0.02,-345.69,516.36
59,1,14:00,5.12,-10.14,37.09,45.52,9.46,0.01,0.01,0.02,-161.76,228.43
59,1,14:10,4.0,5.95,37.33,45.44,-2.5,0.01,0.01,0.02,-131.32,180.4
59,1,14:20,5.4,-3.5,37.59,45.95,10.77,0.01,0.01,0.01,-257.47,341.19
59,1,14:30,2.6,-3.09,37.82,45.7,22.78,0.01,0.01,0.01,-42.59,37.88
59,1,14:40,4.53,-4.93,38.24,46.27,-6.28,34.85,34.64,34.81,-73.9,120.13
59,1,14:50,3.45,5.87,38.45,45.93,-16.16,34.94,34.71,34.95,-8.66,7.97
59,1,15:00,4.79,0.03,38.6,46.18,5.68,0.01,0.01,0.01,-222.09,291.91
59,1,15:10,4.06,0.87,38.52,45.95,-0.12,0.01,0.01,0.01,-156.36,209.31
59,1,15:20,5.66,0.24,38.49,46.15,24.72,0.01,0.01,0.01,-214.07,348.63
59,1,15:30,5.02,-5.33,38.44,45.86,12.91,0.01,0.01,0.01,-128.0,222.2
59,1,15:40,4.73,-1.67,38.59,45.76,27.11,0.01,0.01,0.01,-125.1,216.19
59,1,15:50,6.13,-3.66,38.7,46.07,16.51,0.01,0.01,0.01,-153.42,370.57
59,1,16:00,7.38,-5.84,38.57,46.17,-11.66,0.02,0.02,0.02,-298.6,651.15
59,1,16:10,4.64,-1.11,38.49,45.78,-11.73,0.01,0.01,0.01,-216.99,259.96
59,1,16:20,3.67,9.4,38.66,45.8,19.64,0.01,0.01,0.01,-120.35,156.29
59,1,16:30,4.06,-8.39,38.79,46.01,23.19,0.01,0.01,0.01,-95.81,137.08
59,1,16:40,4.48,4.34,38.92,46.23,-9.52,0.01,0.01,0.01,-185.71,284.6
59,1,16:50,4.88,8.7,38.99,46.24,12.99,0.01,0.01,0.01,-158.37,262.57
59,1,17:00,3.37,3.25,38.92,46.04,36.28,0.01,0.01,0.01,-77.81,111.76
59,1,17:10,3.69,-2.92,39.19,46.2,15.09,58.57,58.47,58.64,-0.32,-1.93
59,1,17:20,3.78,2.95,39.85,47.78,25.12,89.91,89.51,89.64,-0.3,0.0
59,1,17:30,3.21,-3.31,39.9,47.09,31.4,21.13,21.14,21.14,-14.24,26.62
