TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
54,1,00:00,,,,,,,,,,
54,1,00:10,6.07,-8.32,31.88,37.65,151.91,1.13,1.13,1.13,-0.1,399.15
54,1,00:20,5.92,-8.59,31.79,37.55,151.91,0.39,0.39,0.39,-0.09,387.04
54,1,00:30,6.21,-8.4,31.79,37.35,151.91,0.37,0.37,0.37,-0.12,420.56
54,1,00:40,5.6,-8.71,31.79,37.27,150.09,0.04,0.04,0.04,-0.06,335.46
54,1,00:50,5.25,0.23,31.69,37.1,139.35,0.03,0.03,0.02,-0.11,334.52
54,1,01:00,5.36,1.27,31.52,36.9,139.35,0.03,0.03,0.03,-0.07,344.61
54,1,01:10,5.19,-1.25,31.38,36.73,139.35,0.02,0.02,0.02,-0.1,331.2
54,1,01:20,5.0,-2.75,31.22,36.59,139.35,0.02,0.02,0.02,-0.09,283.23
54,1,01:30,5.11,-4.11,31.1,36.54,139.35,0.02,0.02,0.02,-0.04,293.83
54,1,01:40,5.2,-5.25,30.99,36.44,139.35,0.02,0.02,0.02,-0.12,312.35
54,1,01:50,5.24,-9.47,30.9,36.29,139.35,0.02,0.02,0.02,-0.05,300.12
54,1,02:00,5.38,-3.21,30.87,36.18,129.29,0.03,0.03,0.03,-0.08,345.01
54,1,02:10,5.34,-2.33,30.79,36.0,126.84,0.03,0.03,0.03,-0.1,369.64
54,1,02:20,5.28,3.56,30.79,35.97,126.84,0.04,0.04,0.04,-0.05,364.92
54,1,02:30,5.52,3.56,30.79,35.9,126.84,0.46,0.46,0.46,-0.09,414.74
54,1,02:40,5.82,-7.5,30.73,35.9,125.49,0.89,0.89,0.89,-0.07,408.63
54,1,02:50,5.36,-1.33,30.62,35.9,114.33,0.19,0.19,0.18,-0.08,377.51
54,1,03:00,5.44,0.14,30.59,35.9,114.33,1.13,1.13,1.13,-0.1,387.03
54,1,03:10,5.56,4.37,30.63,35.81,114.33,1.0,1.0,1.0,-0.1,403.35
54,1,03:20,5.36,3.34,30.66,35.72,114.33,0.89,0.89,0.89,-0.08,368.54
54,1,03:30,5.2,2.64,30.6,35.74,114.33,0.05,0.05,0.05,-0.09,371.77
