TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
124,1,00:00,,,,,,,,,,
124,1,00:10,4.94,-8.7,31.29,32.5,13.46,0.05,0.05,0.05,-0.11,254.35
124,1,00:20,4.74,-7.91,31.26,32.35,12.29,0.03,0.03,0.03,-0.11,228.9
124,1,00:30,4.89,5.25,31.07,32.27,1.19,0.04,0.04,0.04,-0.09,214.85
124,1,00:40,4.46,4.1,30.95,32.05,1.19,0.02,0.02,0.02,-0.11,183.61
124,1,00:50,4.5,2.94,30.8,31.89,1.19,0.02,0.02,0.02,-0.11,176.49
124,1,01:00,4.59,4.25,30.73,31.72,1.19,0.03,0.03,0.03,-0.11,182.0
124,1,01:10,4.41,4.58,30.61,31.56,1.19,0.02,0.02,0.02,-0.11,168.42
124,1,01:20,4.4,1.92,30.5,31.45,1.19,0.02,0.02,0.02,-0.1,166.8
124,1,01:30,4.44,3.23,30.48,31.29,1.19,0.02,0.02,0.02,-0.11,169.8
124,1,01:40,4.29,-0.94,30.35,31.19,1.19,0.02,0.02,0.02,-0.09,172.49
124,1,01:50,4.32,-5.96,30.31,31.07,1.19,0.02,0.02,0.02,-0.11,184.51
124,1,02:00,4.64,-5.06,30.26,30.99,-4.92,0.02,0.02,0.02,-0.12,206.06
124,1,02:10,4.72,4.59,30.17,31.03,-11.08,0.02,0.02,0.02,-0.1,223.33
124,1,02:20,4.7,9.05,30.11,30.99,-11.08,0.02,0.02,0.02,-0.09,214.76
124,1,02:30,4.39,-3.65,30.03,30.9,-2.86,0.04,0.04,0.04,-0.09,190.49
124,1,02:40,4.41,-6.47,29.93,30.78,-17.84,0.06,0.06,0.06,-0.08,206.25
124,1,02:50,4.84,-2.79,29.88,30.81,-23.32,0.04,0.04,0.04,-0.1,251.53
124,1,03:00,4.62,1.02,29.79,30.7,-23.32,0.06,0.06,0.06,-0.09,219.52
124,1,03:10,4.77,3.92,29.77,30.71,-23.32,0.06,0.06,0.06,-0.1,218.99
124,1,03:20,4.71,1.16,29.72,30.7,-23.32,0.04,0.04,0.04,-0.11,227.75
124,1,03:30,4.58,0.09,29.7,30.67,-23.32,0.02,0.02,0.02,-0.1,221.93
124,1,03:40,4.71,-3.1,29.71,30.61,-23.32,0.04,0.04,0.04,-0.09,242.41
124,1,03:50,5.21,-5.45,29.7,30.7,-23.32,1.84,1.84,1.84,-0.16,336.25
124,1,04:00,5.93,-8.22,29.83,30.86,-23.32,6.42,6.42,6.42,-0.13,491.3
124,1,04:10,6.32,-3.5,30.02,31.08,-23.32,8.55,8.55,8.55,-0.13,479.47
124,1,04:20,6.43,5.89,29.99,31.2,-23.32,9.14,9.14,9.14,-0.14,441.88
124,1,04:30,6.08,3.63,30.07,31.26,-23.32,9.05,9.05,9.05,-0.14,446.86
124,1,04:40,6.19,4.96,30.12,31.29,-23.32,9.35,9.35,9.35,-0.16,439.17
124,1,04:50,6.36,5.98,30.12,31.29,-23.32,8.87,8.87,8.87,-0.14,444.31
124,1,05:00,5.85,2.12,30.13,31.42,-23.32,8.24,8.24,8.24,-0.13,447.09
124,1,05:10,5.33,3.7,30.06,31.49,-23.32,6.37,6.37,6.37,-0.13,415.87
124,1,05:20,5.31,2.29,30.0,31.56,-23.32,5.79,5.79,5.79,-0.13,431.4
124,1,05:30,5.9,-3.24,30.14,31.63,-23.32,7.7,7.7,7.7,-0.13,455.83
124,1,05:40,5.72,-4.29,30.16,31.6,-30.42,5.72,5.72,5.72,-0.16,453.08
124,1,05:50,5.77,6.37,29.93,31.61,-35.59,5.01,5.01,5.01,-0.12,445.93
124,1,06:00,5.92,7.2,29.88,31.61,-35.59,6.56,6.56,6.56,-0.14,451.08
124,1,06:10,6.58,-4.32,30.02,31.59,-35.59,10.5,10.5,10.5,-0.13,441.42
124,1,06:20,7.23,-5.57,29.96,31.43,-44.26,11.99,11.99,11.99,-0.17,436.03
124,1,06:30,8.94,4.03,30.09,31.25,-42.42,14.41,14.41,14.41,-0.15,458.57
124,1,06:40,9.85,-6.74,29.97,31.09,-35.62,16.37,16.37,16.37,-0.15,455.45
124,1,06:50,9.52,-9.41,29.84,30.91,-35.62,15.98,15.98,15.98,-0.14,442.47
124,1,07:00,9.06,3.78,29.65,30.63,-46.15,14.95,14.95,14.95,-0.14,434.2
124,1,07:10,9.56,7.06,29.57,30.27,-43.82,17.53,17.53,17.53,-0.12,355.7
124,1,07:20,9.23,-6.88,29.57,30.37,-35.62,14.8,14.8,14.8,-0.14,500.68
124,1,07:30,9.9,-6.23,29.5,30.4,-35.62,15.77,15.77,15.77,-0.14,501.61
124,1,07:40,9.31,-8.14,29.47,30.4,-35.62,14.39,14.39,14.39,-0.15,544.86
124,1,07:50,9.65,-6.19,29.4,30.4,-35.62,14.21,14.21,14.21,-0.14,596.73
124,1,08:00,9.68,-7.61,29.37,30.4,-35.6,13.54,13.54,13.54,-0.15,670.25
124,1,08:10,9.33,-9.47,29.28,30.53,-35.52,11.34,11.34,11.34,-0.13,797.9
124,1,08:20,8.85,-9.83,29.24,30.71,-37.54,9.9,9.9,9.9,4.7,776.93
124,1,08:30,9.29,3.98,29.52,30.95,-44.9,8.51,8.51,8.51,114.97,724.83
124,1,08:40,9.44,-5.6,29.86,31.05,-35.59,17.77,17.77,17.77,109.72,324.34
124,1,08:50,8.77,-7.76,30.19,31.21,-35.59,81.3,81.3,81.3,1.52,6.36
124,1,09:00,9.4,-13.68,31.03,32.29,-35.59,83.95,83.95,83.95,-0.3,-0.3
124,1,09:10,10.7,-12.13,31.16,32.12,-35.59,83.95,83.95,83.95,-0.3,-0.3
124,1,09:20,10.06,-9.02,31.2,31.99,-35.59,83.95,83.95,83.95,-0.3,-0.3
124,1,09:30,9.67,-6.15,31.25,32.02,-35.58,62.43,62.42,62.42,5.13,87.75
