TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
78,1,00:00,,,,,,,,,,
78,1,00:10,6.11,-8.98,27.94,34.77,-30.84,0.16,0.16,0.16,-0.25,305.47
78,1,00:20,6.0,-8.91,27.9,34.7,-30.84,0.03,0.03,0.03,-0.22,289.43
78,1,00:30,6.45,-9.65,27.82,34.59,-30.84,0.46,0.46,0.46,-0.25,324.34
78,1,00:40,5.66,-10.6,27.79,34.36,-30.84,0.03,0.03,0.03,-0.2,239.59
78,1,00:50,5.23,-2.99,27.62,34.29,-42.94,0.02,0.02,0.02,-0.23,258.38
78,1,01:00,5.16,-1.85,27.44,34.45,-43.42,0.02,0.02,0.02,-0.22,261.24
78,1,01:10,4.95,-4.31,27.29,34.47,-43.42,0.02,0.02,0.02,-0.24,225.0
78,1,01:20,4.76,-4.45,27.15,34.3,-43.42,0.02,0.02,0.02,-0.2,198.13
78,1,01:30,4.78,-5.76,27.09,34.23,-43.42,0.02,0.02,0.02,-0.21,195.03
78,1,01:40,5.2,-7.52,26.9,34.09,-43.42,0.02,0.02,0.02,-0.18,216.03
78,1,01:50,5.7,-10.7,26.9,33.92,-43.42,0.02,0.02,0.02,-0.22,235.3
78,1,02:00,5.6,-5.22,26.82,33.75,-54.28,0.02,0.02,0.02,-0.21,280.73
78,1,02:10,5.71,-4.22,26.72,33.9,-55.89,0.03,0.02,0.02,-0.24,300.52
78,1,02:20,5.46,-0.3,26.7,33.92,-55.89,0.03,0.03,0.03,-0.24,347.67
78,1,02:30,5.57,-0.41,26.7,33.99,-55.89,0.12,0.12,0.11,-0.26,321.94
78,1,02:40,5.96,-8.2,26.7,33.91,-57.31,0.33,0.33,0.33,-0.21,287.04
78,1,02:50,5.98,-5.23,26.55,33.7,-68.4,0.05,0.05,0.05,-0.26,332.17
78,1,03:00,5.82,-4.45,26.5,33.71,-68.4,0.45,0.45,0.44,-0.22,335.13
78,1,03:10,5.39,-1.9,26.5,33.81,-68.4,0.73,0.73,0.73,-0.24,327.03
78,1,03:20,5.49,-1.8,26.5,33.92,-68.4,0.14,0.14,0.14,-0.25,317.89
78,1,03:30,5.38,-1.63,26.5,33.99,-68.4,0.03,0.03,0.03,-0.25,309.22
78,1,03:40,6.05,-5.41,26.48,33.94,-68.4,0.08,0.08,0.08,-0.24,332.2
78,1,03:50,6.6,-7.55,26.44,33.81,-68.4,1.1,1.1,1.1,-0.26,361.0
78,1,04:00,7.31,-6.91,26.47,33.52,-74.43,4.18,4.18,4.18,-0.24,386.77
78,1,04:10,7.15,-1.03,26.4,33.42,-80.9,5.77,5.77,5.77,-0.21,440.07
78,1,04:20,7.67,4.49,26.48,33.59,-80.9,8.83,8.83,8.83,-0.22,439.33
78,1,04:30,7.35,7.29,26.57,33.59,-80.9,8.29,8.29,8.29,-0.23,445.61
78,1,04:40,7.8,5.66,26.7,33.59,-80.9,9.11,9.11,9.11,-0.24,438.23
78,1,04:50,7.27,8.25,26.79,33.67,-80.9,8.42,8.42,8.42,-0.25,438.6
78,1,05:00,7.44,5.64,26.79,33.82,-80.9,7.9,7.9,7.9,-0.22,452.46
78,1,05:10,7.09,4.89,26.79,33.9,-80.9,7.28,7.28,7.28,-0.21,457.58
78,1,05:20,7.01,4.53,26.79,33.98,-80.9,6.92,6.92,6.92,-0.26,446.56
78,1,05:30,6.75,3.97,26.79,34.06,-80.9,5.66,5.66,5.66,-0.25,450.88
78,1,05:40,6.52,-0.59,26.74,34.2,-80.9,3.49,3.49,3.49,-0.25,437.41
78,1,05:50,7.0,-2.93,26.7,34.16,-80.9,3.64,3.64,3.64,-0.24,441.86
78,1,06:00,7.62,-3.82,26.7,33.95,-80.9,5.5,5.5,5.5,-0.22,412.41
78,1,06:10,8.39,-8.33,26.7,33.67,-80.9,5.95,5.95,5.95,-0.24,428.39
78,1,06:20,9.3,-9.65,26.68,33.14,-86.32,7.72,7.72,7.72,-0.26,429.79
78,1,06:30,10.33,-5.68,26.42,32.59,-93.48,11.32,11.32,11.32,-0.28,430.14
78,1,06:40,10.6,0.31,26.12,32.26,-93.48,13.17,13.17,13.17,-0.23,421.37
78,1,06:50,11.54,-0.97,25.98,31.97,-93.48,14.99,14.99,14.99,-0.24,376.85
78,1,07:00,10.64,-3.41,25.79,31.58,-93.48,13.24,13.24,13.24,-0.23,380.42
78,1,07:10,11.35,-2.48,25.7,31.27,-93.48,15.74,15.74,15.74,-0.24,353.45
78,1,07:20,12.71,-0.56,25.7,31.18,-93.48,14.77,14.77,14.77,-0.24,509.06
78,1,07:30,13.69,-1.09,25.7,30.99,-93.48,16.11,16.11,16.11,-0.22,495.4
78,1,07:40,13.49,-0.41,25.6,30.8,-93.48,15.16,15.16,15.16,-0.25,545.01
78,1,07:50,12.11,0.93,25.5,30.79,-93.48,13.3,13.3,13.3,-0.29,556.47
78,1,08:00,11.62,0.78,25.32,30.92,-93.48,11.22,11.22,11.22,-0.23,687.07
78,1,08:10,11.57,0.11,25.39,31.16,-93.48,10.6,10.6,10.6,-0.22,793.26
78,1,08:20,11.05,-1.14,25.4,31.34,-93.48,8.12,8.12,8.12,6.32,809.77
78,1,08:30,10.6,-3.36,25.62,31.6,-93.48,6.41,6.41,6.41,147.74,929.85
78,1,08:40,10.89,-0.82,25.93,31.86,-93.48,16.02,16.02,16.02,107.87,313.14
78,1,08:50,12.01,-2.26,26.33,31.94,-93.48,68.75,68.75,68.73,33.72,108.89
78,1,09:00,11.9,-6.35,27.02,32.4,-93.48,90.38,90.38,90.36,-0.3,-0.3
78,1,09:10,10.73,-7.63,27.39,32.77,-93.48,90.38,90.38,90.36,-0.3,-0.3
78,1,09:20,9.69,-4.65,27.65,32.79,-93.48,90.38,90.38,90.36,-0.3,-0.3
78,1,09:30,10.69,2.13,28.23,32.8,-93.48,66.74,66.74,66.72,5.49,94.48
78,1,09:40,10.81,5.25,28.35,33.22,-93.48,9.96,9.96,9.96,42.09,845.11
78,1,09:50,10.42,7.41,28.18,33.63,-93.48,5.41,5.41,5.41,100.54,1264.2
78,1,10:00,9.68,3.45,28.34,34.28,-93.48,5.37,5.37,5.37,99.26,1067.52
78,1,10:10,10.79,1.88,28.62,34.95,-93.48,3.76,3.76,3.76,98.48,1373.72
78,1,10:20,8.96,3.14,28.82,35.47,-93.48,0.05,0.04,0.04,56.05,1175.8
78,1,10:30,8.54,5.44,29.08,36.25,-87.55,0.04,0.04,0.04,8.13,1068.53
78,1,10:40,8.44,2.53,29.26,36.88,-80.95,0.02,0.02,0.02,-21.06,1014.05
78,1,10:50,8.32,5.31,29.51,37.43,-80.95,0.01,0.01,0.01,-52.83,1019.91
78,1,11:00,8.39,4.22,29.86,37.84,-74.25,0.06,0.06,0.06,-108.93,958.1
78,1,11:10,7.85,1.41,30.02,38.13,-68.4,0.02,0.02,0.02,-187.03,778.96
78,1,11:20,6.94,8.25,30.21,38.36,-58.48,0.02,0.02,0.02,-233.8,675.61
78,1,11:30,7.15,1.36,30.42,38.69,-55.76,0.01,0.02,0.02,-225.21,673.89
78,1,11:40,6.85,-3.54,30.66,38.91,-44.79,0.01,0.01,0.01,-186.45,528.09
78,1,11:50,6.09,-5.26,30.84,38.96,-43.14,0.01,0.01,0.01,-155.42,416.42
78,1,12:00,7.36,7.5,31.04,39.0,-41.07,0.02,0.02,0.02,-245.76,739.38
78,1,12:10,7.59,-6.21,31.23,39.02,-18.82,0.01,0.01,0.01,-81.6,541.95
78,1,12:20,6.43,-4.48,31.35,38.98,-35.9,0.01,0.01,0.01,-46.33,448.76
78,1,12:30,5.82,0.3,31.44,39.12,-29.06,0.01,0.01,0.01,-102.99,440.46
