TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
23,1,00:00,,,,,,,,,,
23,1,00:10,6.13,1.0,31.79,42.91,2.95,1.15,1.15,1.15,-0.03,429.08
23,1,00:20,5.86,-4.07,31.64,42.79,2.95,0.66,0.66,0.66,-0.03,416.97
23,1,00:30,6.35,-2.24,31.59,42.65,2.95,1.15,1.15,1.15,-0.03,466.8
23,1,00:40,6.16,-0.91,31.59,42.59,2.95,0.2,0.2,0.2,0.0,463.35
23,1,00:50,5.59,-4.11,31.47,42.59,2.95,0.04,0.04,0.04,-0.04,400.02
23,1,01:00,6.43,-1.56,31.33,42.48,2.95,0.09,0.09,0.09,0.03,512.72
23,1,01:10,5.53,-8.11,31.2,42.35,2.95,0.04,0.04,0.04,-0.07,407.35
23,1,01:20,4.99,-9.68,31.04,42.35,2.95,0.02,0.02,0.02,0.01,358.14
23,1,01:30,4.99,-8.94,30.89,42.29,2.95,0.02,0.02,0.02,0.03,328.48
23,1,01:40,5.21,-5.85,30.73,42.18,-1.87,0.03,0.03,0.03,-0.03,401.67
23,1,01:50,5.27,2.74,30.64,41.98,-9.59,0.03,0.03,0.03,-0.01,397.75
23,1,02:00,5.88,0.63,30.59,41.9,-9.59,0.03,0.03,0.03,-0.05,458.41
23,1,02:10,6.26,-2.83,30.6,41.86,-9.59,0.14,0.14,0.13,-0.01,521.8
23,1,02:20,6.03,-0.19,30.7,41.9,-9.59,0.07,0.07,0.07,-0.04,505.9
23,1,02:30,6.23,2.91,30.7,41.94,-9.59,0.94,0.94,0.94,-0.08,511.33
23,1,02:40,7.1,-5.51,30.7,41.99,-9.59,0.45,0.45,0.45,-0.01,661.21
23,1,02:50,6.55,-3.74,30.73,42.14,-20.79,0.98,0.98,0.98,-0.01,565.32
23,1,03:00,6.65,-0.86,30.82,42.25,-22.17,1.36,1.36,1.36,-0.03,551.71
23,1,03:10,6.86,1.76,30.93,42.29,-22.17,1.16,1.16,1.16,-0.03,605.75
23,1,03:20,6.63,4.56,31.04,42.41,-22.17,1.15,1.15,1.15,0.01,565.87
23,1,03:30,6.52,4.56,31.06,42.49,-22.17,1.46,1.46,1.46,-0.02,509.78
23,1,03:40,6.4,1.23,31.01,42.49,-22.17,1.35,1.35,1.35,-0.04,538.26
23,1,03:50,6.48,-3.57,30.99,42.49,-22.17,2.47,2.47,2.47,-0.03,556.66
23,1,04:00,7.41,-1.24,30.9,42.52,-30.93,6.51,6.51,6.51,0.01,500.08
23,1,04:10,7.24,6.12,30.99,42.49,-34.68,7.46,7.46,7.46,-0.02,429.76
23,1,04:20,7.83,7.71,31.04,42.3,-34.1,9.72,9.72,9.72,0.0,395.01
23,1,04:30,8.68,0.5,31.14,42.16,-22.21,10.86,10.86,10.86,-0.01,406.66
23,1,04:40,8.88,-1.46,31.29,41.99,-22.17,10.46,10.46,10.46,-0.03,445.46
23,1,04:50,9.06,-4.9,31.2,41.99,-22.17,10.82,10.82,10.82,-0.01,433.74
23,1,05:00,9.08,-5.14,31.22,41.91,-22.17,10.56,10.56,10.56,-0.03,429.18
23,1,05:10,8.84,-4.69,31.29,41.9,-22.17,10.11,10.11,10.11,-0.03,437.13
23,1,05:20,6.96,-9.08,31.15,41.92,-22.17,8.03,8.03,8.03,-0.05,439.71
23,1,05:30,8.08,-5.45,31.09,41.99,-22.17,7.32,7.32,7.32,-0.07,446.07
23,1,05:40,6.37,-6.06,31.07,41.99,-22.71,4.91,4.91,4.91,-0.06,428.82
23,1,05:50,7.5,1.36,31.0,41.99,-34.68,6.62,6.62,6.62,-0.02,425.75
23,1,06:00,7.69,3.22,31.09,41.97,-34.68,7.1,7.1,7.1,-0.03,430.84
23,1,06:10,7.09,-3.35,31.07,41.9,-34.68,6.99,6.99,6.99,-0.06,413.87
23,1,06:20,8.71,-1.82,30.91,41.89,-44.91,11.11,11.11,11.11,-0.03,383.38
23,1,06:30,10.21,-0.95,30.61,41.59,-53.67,13.99,13.99,13.99,-0.03,375.23
23,1,06:40,12.62,3.05,30.47,41.27,-47.25,16.41,16.41,16.41,-0.08,435.27
23,1,06:50,14.83,1.94,30.13,40.99,-47.21,19.18,19.18,19.18,-0.02,455.88
23,1,07:00,12.79,-1.48,30.06,40.87,-47.21,16.73,16.73,16.73,-0.02,428.98
23,1,07:10,12.92,-0.43,30.0,40.8,-47.21,18.75,18.75,18.75,0.0,359.71
23,1,07:20,12.27,4.26,30.0,40.75,-47.21,15.05,15.05,15.05,0.01,492.24
23,1,07:30,12.79,4.75,29.95,40.67,-47.21,15.57,15.57,15.57,-0.05,489.6
23,1,07:40,13.31,3.63,29.72,40.59,-47.21,15.07,15.07,15.07,-0.03,568.13
23,1,07:50,13.05,3.26,29.61,40.59,-47.21,14.29,14.29,14.29,-0.02,590.84
