TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
88,1,00:00,,,,,,,,,,
88,1,00:10,5.72,-2.86,32.09,33.28,-8.81,0.83,0.83,0.83,-0.06,344.74
88,1,00:20,5.42,-5.05,31.99,33.04,-8.81,0.04,0.04,0.04,-0.02,291.05
88,1,00:30,5.56,-5.31,31.88,32.95,-8.81,0.22,0.22,0.22,-0.05,301.25
88,1,00:40,5.52,-6.84,31.76,32.83,-8.81,0.03,0.03,0.03,-0.04,281.06
88,1,00:50,5.42,-6.08,31.71,32.7,-8.81,0.02,0.02,0.02,-0.05,274.88
88,1,01:00,5.27,-6.5,31.62,32.66,-8.81,0.03,0.03,0.03,-0.04,264.67
88,1,01:10,5.18,-6.29,31.44,32.54,-8.81,0.02,0.02,0.02,-0.04,249.82
88,1,01:20,5.02,-5.14,31.31,32.39,-8.81,0.02,0.02,0.02,-0.04,234.29
88,1,01:30,4.88,-6.21,31.13,32.29,-8.81,0.02,0.02,0.02,0.0,210.77
88,1,01:40,4.81,-8.96,30.89,32.17,-12.63,0.02,0.02,0.02,-0.03,193.7
88,1,01:50,4.56,-1.85,30.89,32.0,-21.35,0.02,0.02,0.02,-0.03,210.7
88,1,02:00,5.05,-6.32,30.83,31.9,-21.35,0.02,0.02,0.02,-0.05,222.57
88,1,02:10,5.26,-7.34,30.67,31.8,-21.35,0.02,0.02,0.02,-0.06,253.61
88,1,02:20,5.26,-1.65,30.83,31.79,-21.35,0.03,0.03,0.03,-0.03,302.27
88,1,02:30,5.64,-6.59,30.75,31.75,-21.47,0.08,0.08,0.08,-0.05,283.02
88,1,02:40,5.83,-8.0,30.5,31.59,-33.81,0.7,0.7,0.7,-0.05,288.31
88,1,02:50,5.99,-9.01,30.4,31.51,-33.9,0.07,0.07,0.07,-0.05,315.36
88,1,03:00,5.74,-6.17,30.5,31.59,-33.9,0.39,0.39,0.39,-0.04,330.92
88,1,03:10,5.79,-4.53,30.61,31.57,-33.9,0.55,0.55,0.55,-0.02,320.1
88,1,03:20,5.85,-9.95,30.41,31.44,-33.9,0.22,0.22,0.22,-0.04,279.3
88,1,03:30,5.54,-9.02,30.29,31.29,-33.9,0.03,0.03,0.03,-0.03,260.24
88,1,03:40,5.62,-10.85,30.16,31.27,-33.9,0.06,0.06,0.06,-0.02,249.23
88,1,03:50,5.51,-6.2,30.12,31.2,-42.92,0.65,0.65,0.65,-0.05,293.95
88,1,04:00,5.78,-3.9,30.3,31.29,-46.37,2.25,2.25,2.25,-0.06,338.92
88,1,04:10,6.53,0.51,30.55,31.46,-46.37,6.23,6.23,6.23,-0.04,372.68
88,1,04:20,7.51,7.33,30.82,31.72,-46.37,8.09,8.09,8.09,-0.04,412.27
88,1,04:30,8.02,6.1,30.81,31.79,-46.37,9.24,9.24,9.24,-0.05,376.26
88,1,04:40,7.48,7.55,30.92,31.78,-46.37,8.71,8.71,8.71,-0.01,367.18
88,1,04:50,7.08,6.7,31.0,31.79,-46.37,7.41,7.41,7.41,-0.09,416.2
88,1,05:00,7.12,3.93,31.13,31.9,-46.37,7.06,7.06,7.06,-0.08,431.97
88,1,05:10,7.13,1.9,31.22,31.91,-46.37,7.12,7.12,7.12,-0.07,407.3
88,1,05:20,6.99,2.33,31.29,31.9,-46.37,6.22,6.22,6.22,-0.08,436.79
88,1,05:30,6.5,-1.12,31.28,31.9,-46.37,3.7,3.7,3.7,-0.09,427.97
88,1,05:40,6.71,-7.13,31.0,31.78,-46.37,3.86,3.86,3.86,-0.04,350.45
88,1,05:50,6.69,-6.5,30.91,31.59,-46.37,4.44,4.44,4.44,-0.04,342.9
88,1,06:00,7.2,-8.17,30.68,31.59,-46.37,5.61,5.61,5.61,-0.03,358.21
88,1,06:10,8.0,-5.01,30.38,31.62,-56.15,7.82,7.82,7.82,-0.06,378.2
88,1,06:20,9.21,-4.26,30.16,31.79,-67.16,10.56,10.56,10.56,-0.07,375.79
88,1,06:30,9.43,8.75,30.13,31.79,-69.89,20.48,20.48,20.48,-0.08,341.09
88,1,06:40,11.09,-3.66,29.66,31.62,-58.8,15.28,15.28,15.28,0.1,339.19
88,1,06:50,10.35,-4.75,29.41,31.53,-58.8,12.91,12.91,12.91,-0.06,358.9
88,1,07:00,9.65,-7.69,29.11,31.38,-58.8,11.48,11.48,11.48,-0.06,356.14
88,1,07:10,10.09,-5.44,28.92,31.23,-58.8,13.55,13.55,13.55,-0.03,324.55
88,1,07:20,10.7,-4.42,28.9,31.2,-58.8,11.93,11.93,11.93,-0.08,462.5
88,1,07:30,11.2,-4.68,28.9,31.2,-58.8,12.49,12.49,12.49,-0.09,470.23
88,1,07:40,10.63,-4.44,28.83,31.15,-58.8,10.99,10.99,10.99,-0.08,507.2
88,1,07:50,10.87,-3.1,28.79,31.0,-58.8,10.99,10.99,10.99,-0.1,532.69
88,1,08:00,11.29,-3.6,28.7,30.99,-58.8,9.95,9.95,9.95,-0.09,659.81
88,1,08:10,10.78,-5.28,28.63,30.99,-58.8,8.15,8.15,8.15,-0.09,752.75
88,1,08:20,11.01,-7.28,28.82,31.01,-58.8,8.0,8.0,8.0,6.36,796.43
88,1,08:30,10.32,-6.39,29.12,31.23,-58.77,5.58,5.58,5.58,139.52,920.33
88,1,08:40,9.45,-3.78,29.57,31.29,-58.77,13.41,13.41,13.41,102.69,306.82
88,1,08:50,11.14,-2.86,29.92,31.53,-58.77,13.62,13.62,13.62,103.95,438.95
88,1,09:00,9.54,-7.17,30.16,31.78,-58.77,10.73,10.73,10.73,57.01,420.0
88,1,09:10,11.24,-6.45,30.46,31.84,-58.77,10.97,10.97,10.97,42.94,593.39
88,1,09:20,10.13,-5.82,30.76,32.05,-58.77,11.55,11.55,11.55,13.54,443.31
88,1,09:30,10.63,0.08,31.16,32.3,-58.77,6.52,6.52,6.52,80.29,1089.92
88,1,09:40,10.51,1.32,31.55,32.68,-58.77,6.96,6.96,6.96,43.99,913.56
88,1,09:50,9.28,-0.85,32.11,33.09,-58.77,2.05,2.05,2.05,84.2,1094.04
