TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
100,1,00:00,,,,,,,,,,
100,1,00:10,5.06,-2.97,33.08,34.56,184.8,0.06,0.06,0.05,-0.13,218.26
100,1,00:20,4.82,1.53,33.05,34.46,180.53,0.03,0.03,0.03,-0.16,208.38
100,1,00:30,5.06,1.8,32.9,34.4,180.53,0.04,0.04,0.04,-0.17,236.47
100,1,00:40,4.68,-0.9,32.78,34.18,180.53,0.02,0.02,0.02,-0.12,195.41
100,1,00:50,4.42,-1.01,32.45,33.94,180.53,0.02,0.02,0.02,-0.16,168.83
100,1,01:00,4.56,-1.91,32.33,33.87,180.53,0.02,0.02,0.02,-0.15,178.58
100,1,01:10,4.3,-3.6,32.09,33.71,180.53,0.02,0.02,0.02,-0.13,162.17
100,1,01:20,4.31,-3.93,31.92,33.59,180.53,0.02,0.02,0.02,-0.15,156.6
100,1,01:30,4.26,-5.77,31.74,33.42,180.53,0.02,0.02,0.02,-0.14,152.16
100,1,01:40,4.25,-7.06,31.61,33.33,180.53,0.02,0.02,0.02,-0.11,150.88
100,1,01:50,4.42,-10.15,31.48,33.29,180.53,0.03,0.03,0.03,-0.14,158.77
100,1,02:00,4.69,-5.25,31.48,33.18,169.08,0.02,0.02,0.02,-0.12,187.95
100,1,02:10,4.81,-2.86,31.46,33.09,168.02,0.02,0.02,0.02,-0.19,213.1
100,1,02:20,4.61,4.35,31.41,33.09,168.02,0.02,0.02,0.02,-0.11,198.53
100,1,02:30,4.54,-0.13,31.34,33.02,168.02,0.04,0.04,0.04,-0.17,194.12
100,1,02:40,5.28,-7.9,31.27,32.96,164.52,0.06,0.06,0.06,-0.16,219.32
100,1,02:50,4.86,-5.52,31.2,32.86,155.47,0.04,0.04,0.04,-0.1,216.02
100,1,03:00,4.92,-3.63,31.13,32.81,155.47,0.06,0.06,0.06,-0.14,220.0
100,1,03:10,5.27,1.45,31.25,32.99,155.47,0.11,0.11,0.11,-0.14,267.87
100,1,03:20,5.08,-0.53,31.26,32.99,155.47,0.05,0.05,0.05,-0.16,237.62
100,1,03:30,4.93,-1.07,31.2,32.9,155.47,0.02,0.02,0.02,-0.15,217.82
100,1,03:40,5.0,-3.88,31.14,32.79,155.47,0.04,0.04,0.04,-0.13,221.2
100,1,03:50,5.15,-8.25,31.0,32.8,155.47,2.33,2.33,2.33,-0.17,274.13
100,1,04:00,6.64,0.01,31.19,33.05,145.33,8.95,8.95,8.95,-0.19,506.12
100,1,04:10,6.4,8.14,31.44,33.29,143.14,10.71,10.71,10.71,-0.19,492.36
100,1,04:20,7.75,1.71,31.59,33.4,155.47,13.19,13.19,13.19,-0.15,488.01
100,1,04:30,7.87,0.16,31.71,33.43,155.52,13.8,13.8,13.8,-0.19,460.29
100,1,04:40,7.81,0.06,31.79,33.58,155.52,13.59,13.59,13.59,-0.17,469.07
100,1,04:50,7.41,1.13,31.89,33.71,155.52,12.26,12.26,12.26,-0.22,502.67
100,1,05:00,7.21,0.14,31.99,33.88,155.52,11.9,11.9,11.9,-0.22,464.23
100,1,05:10,6.89,-0.39,31.99,33.9,155.52,11.27,11.27,11.27,-0.2,450.89
100,1,05:20,6.8,-0.99,31.99,33.98,155.52,10.09,10.09,10.09,-0.19,481.78
100,1,05:30,5.99,-4.68,31.92,33.99,155.52,7.88,7.88,7.88,-0.15,472.13
100,1,05:40,6.43,-5.44,31.88,33.99,148.3,7.11,7.11,7.11,-0.22,495.82
100,1,05:50,6.2,1.57,31.92,34.14,142.97,7.25,7.25,7.25,-0.16,482.87
100,1,06:00,6.15,1.67,31.93,34.19,142.97,8.6,8.6,8.6,-0.13,465.42
100,1,06:10,7.31,-7.66,31.87,34.1,142.97,11.64,11.64,11.64,-0.16,460.12
100,1,06:20,7.67,-7.48,31.89,33.88,134.9,13.37,13.37,13.37,-0.23,443.06
100,1,06:30,9.56,1.56,31.89,33.75,130.42,17.78,17.78,17.78,-0.25,446.36
